s_m,sfov_m
0.0,1.0116704691204907
11.593594037571862,12.603651360190801
23.187188075143723,24.195632400689632
34.780782112715585,35.787613553075566
46.374376150287446,47.37967939643114
57.96797018785931,58.97175200593239
69.56156422543117,70.56373293494624
81.15515826300303,82.15571334885223
92.74875230057489,93.74769322035381
104.34234633814675,105.33967382926149
115.93594037571862,116.93165375348559
127.52953441329048,128.52363381213235
139.12312845086234,140.11561305847815
150.7167224884342,151.7075930697256
162.31031652600606,163.299572583218
173.90391056357794,174.89155336568854
185.49750460114979,186.48368543402432
197.09109863872163,198.07559653646197
208.6846926762935,209.66750995019996
220.27828671386538,221.25942347607503
231.87188075143723,232.85133719538715
243.46547478900908,244.44325091877812
255.05906882658095,256.0351656600333
266.65266286415283,267.62707992713365
278.2462569017247,279.2189953162473
289.8398509392965,290.8109105481613
301.4334449768684,302.402825687089
313.0270390144403,314.0375732905046
324.6206330520121,325.5999426260811
336.21422708958397,337.2014406389329
347.8078211271559,348.79395164545986
359.4014151647277,360.3792336001782
370.99500920229957,371.9646329165249
382.5886032398714,383.55134207124667
394.18219727744327,395.1390108381634
405.77579131501517,406.72668205385366
417.369385352587,418.3143528344419
428.96297939015886,429.9020171420995
440.55657342773077,441.48963618044075
452.1501674653026,453.07725133489265
463.74376150287446,464.66487352582794
475.3373555404463,476.252536729471
486.93094957801816,487.84020992705877
498.52454361559006,499.42938209537147
510.1181376531619,511.0197014484364
521.7117316907338,522.610006426974
533.3053257283057,534.1913846005568
544.8989197658775,545.7683592791318
556.4925138034494,557.3545129391513
568.0861078410212,569.390506854838
579.679701878593,580.535120701542
591.2732959161649,592.1256354892834
602.8668899537367,603.7161500752935
614.4604839913087,615.3066642135004
626.0540780288806,627.33507841459
637.6476720664524,638.4876923762424
649.2412661040242,650.0782057879096
660.8348601415961,661.668719298976
672.4284541791679,673.2592325192949
684.0220482167398,685.2796477890973
695.6156422543118,696.440258728872
707.2092362918836,708.0307712325304
718.8028303294554,719.6212845976681
730.3964243670273,731.211775308794
741.9900184045991,742.8022527739274
753.583612442171,754.3924868360165
765.1772064797428,766.3984322148547
776.7708005173147,777.5696310610148
788.3643945548865,789.1582634609923
799.9579885924585,800.7467963564754
811.5515826300303,812.3353267714791
823.1451766676022,824.3282347428507
834.738770705174,835.5125296933362
846.3323647427459,847.1010877769043
857.9259587803177,858.6896145974207
