s,v,beta,omega,n,xi,delta,F_dr
1425.0,10.013945673437235,1.5587277507243409,0.002962754252260268,-0.5182249316783888,-1.5652620505146102,0.012259521719808961,399.356429669757
1428.0,9.965396863961598,1.5478556998542892,0.003019542714524913,-0.5377679552987239,-1.5465371073708878,0.016573386532479195,398.3448617764703
1431.0,9.917740234048566,1.53689463483363,0.0030728293259403043,-0.5338253924879992,-1.5280267839461974,-0.009728896772729352,397.28392900780983
1434.0,9.870974060671212,1.5258473397424983,0.003122818496053199,-0.5073009785262788,-1.510486465478388,-0.005349901598940525,396.18646018479217
1437.0,9.825104689318849,1.5147138914665956,0.003169687702465539,-0.4613367128264097,-1.4940867279581285,-0.002533524448652168,395.04616821470745
1440.0,9.780142632694467,1.503497880696547,0.003213690258690592,-0.39958487885551425,-1.4787661383580357,-0.0007581968148024649,393.85949094701226
1443.0,9.736099785619354,1.4922035885438085,0.0032550763662746608,-0.3255079253690378,-1.4644856829453383,0.00039872875254809545,392.62531391290355
1446.0,9.692988925518753,1.480835875414697,0.003294097448076869,-0.24244596971291038,-1.4511837985377563,0.0012076044332023932,391.3436900601898
1449.0,9.650823312093456,1.4694001189894663,0.003331007957924446,-0.15354851548169413,-1.4386528749605778,0.001826674835909494,390.0172767533492
1452.0,9.60961513077578,1.4579017617824952,0.0033660637948935796,-0.061331909329683576,-1.426572032004745,0.0023449107099397523,388.65014612237735
1455.0,9.569374229544216,1.4463459041620088,0.003399520205055102,0.03266516437636728,-1.414651170717416,0.0028112959825736823,387.24791702946067
1458.0,9.530108226402232,1.4347372204323356,0.0034316313404552834,0.12779046553189713,-1.4027940171126143,0.003252406944525442,385.8157880737389
1461.0,9.491823537802563,1.423080212362304,0.003462651363989038,0.2236944589734987,-1.3910244945993893,0.0036825325295726796,384.3576163461793
1464.0,9.454525676914766,1.4113793199282478,0.003492834554239852,0.31996864829800875,-1.3793482135688129,0.004109164716511391,382.8734665728215
1467.0,9.418219048795436,1.3996390089666864,0.0035224347740338033,0.41620049573998885,-1.3677611121104107,0.004536204954239374,381.36236273690395
1470.0,9.382906903055607,1.3878638041117357,0.003551705078924907,0.5120025059036043,-1.3562665094850086,0.004965613091481382,379.8212140207229
1473.0,9.348591176128238,1.3760583422403811,0.0035808972403628494,0.606990309468666,-1.3448672382488305,0.005398384662935187,378.24672191950185
1476.0,9.315272392091025,1.3642273642123373,0.0036102612499002503,0.7007845436823572,-1.3335642519290727,0.005835020823147517,376.635438775594
1479.0,9.28294958647059,1.3523757106519674,0.003640044856601545,0.7930168459964494,-1.3223587217560582,0.006275767471333772,374.9838116773676
1482.0,9.25162022680585,1.3405083136379607,0.003670493093645978,0.8833295580717822,-1.311251962741767,0.006720756986457451,373.2906650236672
1485.0,9.221280286248502,1.328630114838252,0.003701847804057127,0.9713756378590782,-1.3002450275916881,0.007170181454678669,371.56153705898095
1488.0,9.191924651328808,1.3167458546152233,0.0037343471718115076,1.056819551755046,-1.289338339776468,0.00762430321764337,369.8048321242506
1491.0,9.16354741179758,1.3048599692176521,0.003768225280482444,1.1393386164447992,-1.2785321138392762,0.008083365319750572,368.0285817396495
1494.0,9.136141981824231,1.2929765877777601,0.0038037116909245814,1.2186227585780602,-1.2678267357195152,0.008547587661588278,366.2401526743441
1497.0,9.109701188958084,1.2810995374980454,0.0038410310130724237,1.2943731416112911,-1.2572223052713105,0.009017172484635488,364.44608960619803
1500.0,9.08421734454698,1.2692323558898666,0.0038804024954883507,1.366302174216852,-1.2467185180743148,0.00949230857454892,362.65160803038714
1503.0,9.059682263200264,1.257378320567864,0.003922039635407201,1.434133898042538,-1.2363148636420274,0.009973189119786058,360.86199231945267
1506.0,9.036087377880579,1.2455404383229745,0.003966149797903737,1.4976038659312947,-1.2260107661893531,0.010460009186366949,359.0857030540137
1509.0,9.013424133073572,1.2337213445282609,0.004012933840680816,1.5564585627970984,-1.2158055774922343,0.010952942405254453,357.32971383381687
1512.0,8.991684010091314,1.221923341267018,0.004062585742993522,1.6104545448328755,-1.2056983912176769,0.011452140362881337,355.60111815890207
1515.0,8.97085867936002,1.210148391370922,0.00411529224781669,1.6593582420824875,-1.1956880834966646,0.011957731252607564,353.9055910130659
1518.0,8.950940003830464,1.1983981599552695,0.004171232513724845,1.7029456138043364,-1.1857734630566714,0.012469814751796844,352.24808427035504
1521.0,8.931920082335049,1.1866740359472372,0.0042305777627310425,1.7410014782364582,-1.1759532085008821,0.01298846165381901,350.63290571297756
1524.0,8.913791286120103,1.174977152502058,0.004293490930333129,1.7733190914986217,-1.1662258142433275,0.013513715378160178,349.06372918440564
1527.0,8.896546284362447,1.1633084092713526,0.00436012632309541,1.7996999436229273,-1.1565897088244776,0.014045594629216934,347.5435888729384
1530.0,8.880178052162186,1.1516684938966546,0.00443062926477297,1.8199532665288878,-1.1470430922592054,0.014584096761838526,346.0748154756647
1533.0,8.864679858135391,1.1400579066830223,0.0045051357435716794,1.833896090150285,-1.137583835858865,0.015129212374846714,344.65910538018466
1536.0,8.85004525665937,1.1284769926359521,0.00458377210940495,1.8413536636817809,-1.1282106535404077,0.0156809001091494,343.2970025123024
1539.0,8.83626788822523,1.116925895198068,0.004666654218604084,1.842156469287856,-1.1189109861323012,0.016239156332810936,341.99072357010823
1542.0,8.823341508888301,1.1054042922785996,0.004753885848643605,1.8361733008104277,-1.1096313185614917,0.016803954981008666,340.7443307607437
1545.0,8.81126053736001,1.0939114936660321,0.004845559250938275,1.8234327600916558,-1.1002968242836866,0.01737546905496686,339.568211897816
1548.0,8.800021403718596,1.0824466552589018,0.004941757114997002,1.8041867072685251,-1.0908671930010942,0.01795380973452413,338.4723812898148
1551.0,8.789622548128852,1.0710087818283356,0.005042551830310906,1.7788062963365632,-1.0813340316434192,0.018539043890609872,337.46561409190383
1554.0,8.780064157331028,1.0595965879972162,0.005148003654041829,1.747685287675618,-1.0716946720427476,0.01913127747271638,336.55619521407687
1557.0,8.771348177296801,1.0482084913321608,0.005258159744954662,1.711221849556166,-1.061947049620943,0.01973046289288081,335.7475005140301
1560.0,8.763477716299562,1.0368427789456292,0.005373053337198444,1.66981578172247,-1.0520886892708419,0.020335777724542033,335.02483161232794
1563.0,8.756454444630448,1.0254982000565693,0.005492703077614422,1.6238693076467132,-1.0421169775168977,0.02094627347300995,334.3700806160708
1566.0,8.75027786122112,1.0141740692985732,0.005617112393516127,1.5737888656538364,-1.032029315295884,0.02156091378363989,333.76333663969945
1569.0,8.744944752897762,1.0028703121982725,0.005746268969543574,1.5199867306655088,-1.0218231500053185,0.022178710159252754,333.18633718664125
1572.0,8.740449167015445,0.991587397170971,0.005880144333330672,1.4628826775461286,-1.0114960411364378,0.0227987160333945,332.6226865232147
1575.0,8.736782457206646,0.9803262590611334,0.006018693539399992,1.4029052285384804,-1.0010454872043637,0.023420065382736003,332.05885460620993
1578.0,8.73393353174946,0.9690881924629996,0.006161854983599406,1.3404931917411698,-0.9904687894412377,0.024042165100551318,331.48810289204476
1581.0,8.73188979847498,0.9578746278842405,0.0063095502788742455,1.2760973044962944,-0.9797633818652854,0.02466464022439225,330.9090504290628
1584.0,8.730637987857735,0.9466869599606994,0.006461684157143207,1.210180195266604,-0.9689270073720826,0.025287073298697366,330.3198940233462
1587.0,8.730164092564433,0.9355265582536979,0.006618144403497644,1.1432152759753655,-0.9579572990662479,0.025909021239562863,329.71842188925984
1590.0,8.730453305407243,0.9243947798523536,0.006778801836806046,1.0756869518796328,-0.946851833040988,0.02653002623344896,329.10201518184954
1593.0,8.73148995298025,0.9132929829233758,0.006943510336986308,1.0080907233268406,-0.9356086075616635,0.02714961471534442,328.467555543242
1596.0,8.73325740894661,0.9022225387583277,0.007112106894060159,0.9409318682085592,-0.9242257496057378,0.02776736519471895,327.812010171374
1599.0,8.735738107253828,0.891184823230406,0.007284411694198666,0.8747250539481838,-0.912701198515561,0.028382902723974937,327.1328931829984
1602.0,8.738913642264237,0.8801812028450964,0.007460228269126,0.8099948957746819,-0.9010330570496652,0.02899586279879549,326.4298649063727
1605.0,8.74276517057286,0.8692129877511121,0.0076393437098380215,0.7472754168829244,-0.8892197551139677,0.02960563920507374,325.699825870005
1608.0,8.747272934560518,0.8582815297308273,0.00782152904683175,0.6871088748620511,-0.8772598700417269,0.030211657299470045,324.9414395953849
1611.0,8.752416596080328,0.8473881758254832,0.008006539745568734,0.6300454542376177,-0.8651520389638591,0.030813356069765915,324.1537252533791
1614.0,8.75817532774108,0.8365342599338954,0.008194116353365331,0.5766430887325397,-0.852894872764471,0.031410175967431835,323.33599583334706
1617.0,8.764527897382145,0.8257210966736831,0.008383985296676447,0.5274675333196174,-0.8404868668015797,0.032001544866172814,322.487848933007
1620.0,8.771452753333083,0.8149499778192781,0.008575859841481539,0.4830927116710852,-0.8279272832462061,0.03258685478184879,321.60920075519886
1623.0,8.778928120260874,0.8042221663466786,0.008769441188936885,0.44409840979287085,-0.8152164519496519,0.03316542241651931,320.70035648835386
1626.0,8.786932117630679,0.7935388818906939,0.008964419665194845,0.41106704773209035,-0.8023514308771524,0.03373653877285551,319.7617799162305
1629.0,8.795442785590271,0.7829013571912324,0.009160476520012291,0.38459365369430626,-0.7893642749965651,0.03429956770855333,318.79333870781534
1632.0,8.804437901179806,0.7723109575481749,0.00935728620704518,0.36518097366782937,-0.7764120252747768,0.03485378851130996,317.79606536585
1635.0,8.813895309175262,0.7617690386242549,0.009554517209527097,0.3528640916426211,-0.7637133725254118,0.03539836345555207,316.7756070098824
1638.0,8.823794056439716,0.7512766714837479,0.009751832513964272,0.3470253442968532,-0.7513812594786305,0.035932517753365034,315.740431526957
1641.0,8.834114991052747,0.7408346767142591,0.009948891989576282,0.34671162047230564,-0.7394334875546152,0.03645550801255636,314.70020447415084
1644.0,8.844840989216355,0.7304437259541848,0.010145354977581542,0.35091939059656735,-0.7278709604233298,0.03696640352864435,313.6643652493807
1647.0,8.855956971199813,0.7201043736711045,0.010340882069229331,0.3586447938798722,-0.7166927884892923,0.03746409872577035,312.6421458047233
1650.0,8.867449930559719,0.7098170689719849,0.010535136695153947,0.3688885046172334,-0.7058991481038,0.037947343755942345,311.64250486654345
1653.0,8.879308948840569,0.699582163184258,0.010727786605599202,0.38065211632920254,-0.6954901252222666,0.0384147818636038,310.6740526025164
1656.0,8.89152518774265,0.6893999190216787,0.010918505263838998,0.39293807634763434,-0.6854651353208606,0.0388649909993185,309.7449567518341
1659.0,8.904091852866593,0.6792705222498219,0.011106973139865015,0.40475142952358883,-0.6758235772882382,0.03929651781574892,308.86266699279713
1662.0,8.917004088512943,0.6691940999844048,0.011292878890827253,0.4150996612653959,-0.6665662913697965,0.039707880703047066,308.0334740908205
1665.0,8.93025877473286,0.6591707420720704,0.011475920366537785,0.42298824282384045,-0.657692125138227,0.04009753304361562,307.26143439414676
1668.0,8.943854072797853,0.649200550269892,0.011655805540603982,0.4274265474178042,-0.6491963722190512,0.04046407418240648,306.5496688141373
1671.0,8.9577892019076,0.6392836762229448,0.011832253537460159,0.42743859036381615,-0.6410894110456615,0.04080608696483684,305.9010991828975
1674.0,8.972064485900168,0.6294202622718886,0.012004994877174439,0.4220179335765195,-0.633357075400557,0.04112176619771503,305.3199417805716
1677.0,8.986681908374367,0.6196102498595101,0.012173770693039262,0.41020105210123525,-0.6258415279126581,0.041409323827443646,304.80937758281334
1680.0,9.001644790436215,0.6098534948518413,0.012338333989754209,0.3914974775071448,-0.6182876787327265,0.04166746022023898,304.36932437951293
1683.0,9.016956627542474,0.6001501086434248,0.012498452528631231,0.3661816740513527,-0.6105197597330752,0.04189496348820583,303.99816103205654
1686.0,9.032620602515518,0.5905005284754543,0.012653909819988374,0.3350562784300207,-0.6024758709740304,0.04209049208259004,303.69419803861956
1689.0,9.048639654472494,0.5809054154935401,0.012804504809461808,0.2991114483555616,-0.5941545188348494,0.04225260513578415,303.45489138996106
1692.0,9.06501637158601,0.5713655837551977,0.012950051550585305,0.25934405194757404,-0.5855649988942644,0.042379939169334184,303.2778269307112
1695.0,9.081753040933776,0.5618819582916478,0.013090379205458158,0.21672557336616546,-0.5767064288364092,0.042471304136227905,303.1602489097431
1698.0,9.098851529844861,0.5524555790855539,0.013225332321781,0.17223294965607913,-0.5675787953051681,0.042525628582676445,303.0991006768696
1701.0,9.116313200825335,0.5430875896241073,0.01335477095463703,0.12684620957861883,-0.5581841554951859,0.0425419391292329,303.0911287841477
1704.0,9.134138858307422,0.5337792208104807,0.013478570726295035,0.08154245880485665,-0.5485239604626275,0.04251935857666169,303.1328676635617
1707.0,9.152328689433306,0.5245317782685296,0.013596622877853867,0.03729787183606278,-0.5385991664431707,0.04245712102254771,303.2210282525921
1710.0,9.170882299561368,0.5153466214976976,0.013708834275854781,-0.00491067229032617,-0.5284112949542625,0.04235461638236905,303.35333865580174
1713.0,9.189798953410344,0.5062251253372178,0.01381512733582474,-0.04410717811972645,-0.5179627004436167,0.0422113191439052,303.52760401027854
1716.0,9.209077598951435,0.49716866448627944,0.0139154399219214,-0.0793190109998207,-0.5072528874735202,0.04202676509623069,303.74082262774107
1719.0,9.228716696277322,0.48817860522433504,0.014009725141898475,-0.10956835286014607,-0.4963100664178832,0.041800403300678315,303.9879246044924
1722.0,9.248713814556245,0.4792562834502309,0.014097950818316607,-0.1339583475933259,-0.48526324676690363,0.04153159717492682,304.2651339002521
1725.0,9.269065974225832,0.4704029647855406,0.014180099208882115,-0.1519752493372862,-0.47428982246061985,0.04121989715775051,304.5727037262596
1728.0,9.289770447089914,0.4616198601899743,0.014256167556993504,-0.16363323619745715,-0.4634823183350432,0.04086498058990363,304.91112095135094
1731.0,9.310824694201795,0.4529081704694525,0.01432616842942617,-0.16921988391549078,-0.45285752339059676,0.04046647122596429,305.2793235391538
1734.0,9.332225998290893,0.4442690964341577,0.014390129521749352,-0.1690691576430017,-0.4424184101946213,0.04002388830829028,305.67503645526574
1737.0,9.353971173697765,0.4357038494587151,0.01444809348628622,-0.16352007269795096,-0.43216678757696037,0.03953670383026408,306.0958382594481
1740.0,9.376056528789421,0.42721364425090674,0.014500117751358529,-0.152913248822818,-0.42210563860437267,0.03900432549918781,306.5392484916192
1743.0,9.39847784622606,0.41879969268035766,0.014546274369940217,-0.137594489926748,-0.4122375653967814,0.03842606965916665,307.0028383344796
1746.0,9.421230393226997,0.41046319457671265,0.014586649875745627,-0.1179137090821267,-0.4025647375955532,0.03780111119159282,307.48418670887037
1749.0,9.444308923465563,0.4022053291222899,0.014621345165166479,-0.09422371697824063,-0.39308937871053856,0.03712842534109792,307.98087193425596
1752.0,9.467707677668303,0.39402724698812674,0.014650475418792558,-0.0668804862528542,-0.38381372952292714,0.036406724170866295,308.49046429384686
1755.0,9.491420383613876,0.3859300627920322,0.014674170065966139,-0.0362433214137561,-0.3747398948890798,0.03563439072463543,309.0105074756859
1758.0,9.515440253015377,0.3779148479371798,0.01469257279487777,-0.0026745837690515515,-0.3658697241648434,0.0348094191776087,309.538515557162
1761.0,9.539759979059376,0.3699826234260608,0.014705841605077362,0.033460928853235324,-0.35720492589044156,0.03392936372097763,310.07195833883367
1764.0,9.564371731347059,0.36213435304835223,0.014714148897077695,0.07179624369964878,-0.3487471859575887,0.03299130217423781,310.6082445773888
1767.0,9.589267147683897,0.35437093702232597,0.014717681585784357,0.11196210594025127,-0.34049809935573155,0.0319918275176058,311.14476565662255
1770.0,9.614437337638192,0.3466932048017943,0.01471664121014228,0.15358706323784269,-0.3324591262125396,0.03092707089757504,311.6789736939028
1773.0,9.639872906166216,0.33910190649467326,0.014711244002986616,0.19629766580174715,-0.32463163063020856,0.029792776103415495,312.20862804790573
1776.0,9.665564038302545,0.3315976999722168,0.014701720860179712,0.23971852883377115,-0.317016967708764,0.02858436786635238,312.7316205053862
1779.0,9.691500541850859,0.3241811415258594,0.014688317184562635,0.283472097721113,-0.30961643207789913,0.027297037881626785,313.24566693936595
1782.0,9.71767181571112,0.3168526822691575,0.0146712925684399,0.32717854296434257,-0.3024310348747901,0.025925898955397108,313.7483154407779
1785.0,9.744066820299752,0.3096126645048095,0.014650920244320098,0.370456315819485,-0.29546165619753767,0.024466169369222125,314.23695029843225
1788.0,9.770674048709454,0.3024613183546608,0.014627486254050914,0.41292223559448465,-0.2887093672406582,0.022913376568050828,314.7087990012531
1791.0,9.797481501695637,0.29539875839227575,0.014601288285607923,0.4541906032561762,-0.28217515162952417,0.021263580256096377,315.16093390489976
1794.0,9.824476664160553,0.28842498051101034,0.01457263414208724,0.49387314175163055,-0.27585968686498225,0.01951360319228329,315.5902763520324
1797.0,9.851646481557022,0.2815398595092671,0.014541839824329607,0.5315795793261553,-0.26976363138247167,0.017661245501355206,315.99360116374993
1800.0,9.878977339224134,0.2747431471255325,0.0145092272166327,0.566917364418133,-0.263887524038664,0.01570547742295169,316.3675314362038
1803.0,9.906455041170712,0.26803447093730415,0.014475121392541071,0.5994916739771937,-0.258231694626259,0.013646603682108294,316.70852762623963
1806.0,9.934064780148947,0.2614133355900692,0.014439847589492037,0.6289056765941229,-0.25279739154516245,0.011486329022576458,317.01322086201765
1809.0,9.961791263025427,0.2548791051292606,0.01440372768667569,0.6547574844103811,-0.2475748457982472,0.009227769179781593,317.27867754219966
1812.0,9.989618997051506,0.24843096423423616,0.014367076208653759,0.6766728876036988,-0.2425184010131077,0.006875607570891463,317.50129621583176
1815.0,10.017532050463489,0.24206795061338937,0.014330196871685909,0.6944122824607197,-0.23756659358130253,0.004436132902112846,317.67628535848763
1818.0,10.045513474863695,0.2357890366954881,0.014293379558491524,0.7079173924650174,-0.2326883451871918,0.0019170190003129706,317.7989195964878
1821.0,10.073545317672462,0.22959313420136798,0.014256896436690833,0.7172199720898765,-0.22787883853633548,-0.0006727597626275849,317.86491877478875
1824.0,10.10160886125693,0.22347906809985316,0.01422099765451894,0.7223629421060068,-0.22313810490428126,-0.0033229055312749807,317.87003731133166
1827.0,10.129684669136804,0.2174455772032422,0.01418590721452404,0.7233855985973001,-0.2184665337203778,-0.006021795377445665,317.80998019072365
1830.0,10.157752590836395,0.21149132137405802,0.014151818826391244,0.7203222784884075,-0.21386388374759044,-0.008756424916957306,317.6803818920484
1833.0,10.185791751227724,0.20561489221343096,0.014118891664775668,0.7132040110446407,-0.20932979856778003,-0.011512257542371635,317.47681480073254
1836.0,10.21378054367968,0.1998148245521197,0.014087245926703799,0.702058656336758,-0.20486399674394504,-0.014272918311553633,317.1947949005227
1839.0,10.241696625871759,0.19408960873199896,0.014056958074734718,0.6869105077666031,-0.20046624076069852,-0.017019659429310684,316.8297878632215
1842.0,10.269516917334423,0.18843770379707986,0.01402805560728204,0.6677800241591618,-0.1961362470795839,-0.019730492161380356,316.37718988113613
1845.0,10.297217592012364,0.1828575523961367,0.014000511140248582,0.6446838709255021,-0.19187365453850228,-0.022378806570628483,315.8323115877835
1848.0,10.324774066796614,0.177347597434872,0.013974235493667076,0.617635101079719,-0.18767808466015146,-0.024931203920886495,315.1903639466581
1851.0,10.35216098736061,0.17190630028303563,0.013949069359033549,0.5866432059256329,-0.18354927292657566,-0.027344114632878665,314.44641162874586
1854.0,10.379352205823706,0.16653216095750534,0.013924772978921883,0.5517138256201302,-0.17948705847794774,-0.029558506222787943,313.5954283913387
1857.0,10.40632077610448,0.16122374048730995,0.013901013114290596,0.5128485493492174,-0.17549117060578323,-0.03149153807589206,312.6323363781363
1860.0,10.433038962106387,0.155979686457886,0.013877346489218845,0.47004542566711205,-0.17156139895524344,-0.03302323180881239,311.55185999855087
1863.0,10.45947822071958,0.15079876298608014,0.01385319914180296,0.4232990399610026,-0.16769791141582918,-0.03397458852716913,310.348511361265
1866.0,10.485609201822188,0.14567988518570543,0.013827842465403278,0.37259972308748285,-0.16390095659562998,-0.034069600920875284,309.0165495105513
1869.0,10.511401768988854,0.1406221600090163,0.013800371580879885,0.3179337570563098,-0.16017071892683532,-0.03286170945428399,307.5499503672545
1872.0,10.536825075091336,0.13562493404839834,0.013769708260792771,0.2592841423028223,-0.1565077822974875,-0.02956057818614088,305.9423116121225
1875.0,10.561847774633831,0.13068784569512557,0.013734715558075265,0.1966301135999982,-0.1529131789532877,-0.022468930673089638,304.18625773294633
1878.0,10.586438620870108,0.12581087857836964,0.013694865976043103,0.12994666356338147,-0.14938808420283503,-0.0057372464349125995,302.2585499901638
1881.0,10.610566682149939,0.12099458058489913,0.013655947018925517,0.05920514540814757,-0.14593374528655362,0.14271495115642638,300.1886375504443
1884.0,10.634284526412918,0.11634015755933609,0.015165219147498778,-0.015625253661624837,-0.14254990554639213,0.14658825796505912,297.95698125032123
1887.0,10.657445952818232,0.11131562346907493,0.01680556560350958,-0.09427082346304358,-0.1387998484764319,0.14576370769177527,295.55685109898934
1890.0,10.680019252090089,0.1058822326713171,0.018497754667310885,-0.17674387336656455,-0.13464807459410127,0.14451047441468087,292.985931908461
1893.0,10.701969811863876,0.10002870552868959,0.020235249079759956,-0.2630665212915541,-0.13008095442624004,0.14274501669406187,290.2403304201686
1896.0,10.72326198307602,0.09374548796388908,0.022009595002305992,-0.35325392184122134,-0.1250901545686867,0.14051613476865873,287.3173430045221
1899.0,10.743859169890753,0.08702537841686535,0.023812062845951564,-0.44732495929071475,-0.11966659642324104,0.13785607705544214,284.216505946948
1902.0,10.763724207177328,0.079863560896457,0.025632910091048657,-0.5452926157953034,-0.113780347365226,0.13471419890645484,280.9378662325359
1905.0,10.782819414149198,0.07225782227534151,0.027459952459695562,-0.6470938234200613,-0.10738223517544142,0.13113000839230343,277.4861184397026
1908.0,10.801107537090672,0.06420926599269738,0.029279124516833323,-0.7525239231269337,-0.10042817374362012,0.127241775203225,273.8606179096829
1911.0,10.818550403288025,0.05572282603092578,0.0310747445264989,-0.8612423784584923,-0.09289868761169118,0.12288460733506029,270.0610594951027
1914.0,10.835109258851068,0.04680745346024096,0.03282628799009466,-0.9728355149075422,-0.08479999892137019,0.11811401197648261,266.0902712972269
1917.0,10.850745112224867,0.03747763002213641,0.03451053546025017,-1.0868814581614206,-0.07614831651101703,0.11312793559795595,262.08403916435987
1920.0,10.865449053211826,0.027753939769397447,0.036103023609494994,-1.2029632682796418,-0.06696266282360674,0.10776025914525289,257.91757357141785
1923.0,10.8791823547253,0.017663337965263176,0.03757708035667195,-1.3206591973605362,-0.05726899189275407,0.10225975568013083,253.60395114254467
1926.0,10.891907904244395,0.007239496576436235,0.03890938183844191,-1.439544425836391,-0.04710101944614657,0.09677627289756878,249.15363732235807
1929.0,10.903589793322103,-0.003478471792044269,0.04008262267149557,-1.5591942034195374,-0.03649848802612715,0.09135278432425066,244.57970441210935
1932.0,10.914194308417192,-0.014447967993567595,0.041088339195481924,-1.6791856558438625,-0.02550569389945885,0.08586268687733349,239.89789004703806
1935.0,10.923691145941529,-0.02562549608597086,0.04192831298741164,-1.7991010319837932,-0.014169130313085533,0.08015562127607975,235.12640939756037
1938.0,10.93205447178646,-0.03696938748558494,0.04261431719112045,-1.9185316419790543,-0.002534604881312772,0.07436429664305196,230.28546644298814
1941.0,10.939263480375077,-0.04844224856496376,0.04316618273883512,-2.0370813329405815,0.009355286489334156,0.06955489617176416,225.39756917500543
1944.0,10.94530226725378,-0.060012771101806674,0.04360916130963281,-2.1543697160158017,0.0214633172090925,-0.004887343207863456,220.47761452825992
1947.0,10.950228929268974,-0.07167863599804633,0.04361209581985089,-2.2700343160184344,0.03375940769448975,-0.17216855353755856,215.56183750399063
1950.0,10.95393029014749,-0.08342458596740136,0.04166769549980385,-2.3837961950093005,0.04612269913223097,-0.04118965203326375,210.68710513889977
1953.0,10.956521462968807,-0.09449137305453817,0.041389370600745046,-2.495693694729058,0.05801938565860563,0.031993041293178266,205.89947471546688
1956.0,10.957881789348288,-0.10542385994120905,0.041589963992910935,-2.605088361050453,0.06990524726163318,0.023869461741233004,201.22380913844555
1959.0,10.958115876860726,-0.11639178159107491,0.04176871554114208,-2.711609505933584,0.0819107077352002,0.019441541888229233,196.68833876564784
1962.0,10.957250956395638,-0.1273944827274029,0.04193591159606349,-2.815004690148805,0.09402878925638132,0.029134528331089,192.33377806667264
1965.0,10.955315207809955,-0.13843430173554838,0.04209758783309469,-2.9150406747744904,0.10625503294797498,0.04696018549318207,188.20434197407477
1968.0,10.952353277875499,-0.14951604361814577,0.042242684969391764,-3.01150484059136,0.11858631188931808,0.06290589306715863,184.34804728356184
1971.0,10.948428100214588,-0.16064074255024086,0.04236639287839547,-3.1042085757236264,0.13101617133943522,0.07503373678995055,180.81663111308293
1974.0,10.943614475992089,-0.17180739994705135,0.042470993536631994,-3.192985913947295,0.14353668017518953,0.0839603720671839,177.6655168138911
1977.0,10.937998350273261,-0.18301531024228535,0.042560016151016226,-3.2776918323969912,0.15614053180599666,0.09014728006092551,174.95398153856698
1980.0,10.931677953537214,-0.19426447228856306,0.04263673071313493,-3.3582013234574966,0.1688204594508885,0.09305785643633276,172.7444973231535
1983.0,10.924765123989042,-0.20555543248889427,0.04270451466050781,-3.434411378335512,0.18156898013491327,0.0923024623482394,171.10303525783326
1986.0,10.91738595793102,-0.21688919109587046,0.04276659291672797,-3.506242886589122,0.19438273203249284,0.11363259651919755,170.09783598537072
1989.0,10.909666580618385,-0.22826868390163427,0.04280646878707942,-3.573630216123491,0.2072557332193449,0.11522207606978521,169.79897464349605
1992.0,10.90177103193401,-0.23968931906193394,0.042839221316002325,-3.636536335806658,0.22015401057420778,0.11814671159851946,170.2763287866146
1995.0,10.89386579706775,-0.2511510839341742,0.04286366860508474,-3.6950135662258257,0.23302625888577297,0.12158316212413832,171.63886888612166
1998.0,10.886140754821598,-0.26265157043057463,0.042879129040280725,-3.74926716270777,0.24582342364420748,0.12516196020149015,174.01741304186172
2001.0,10.878813653541265,-0.27418450639606023,0.04288506792497207,-3.7996401793805856,0.2585191411279782,0.12871474699429797,177.4711978278748
2004.0,10.872113780649109,-0.2857379968446826,0.042880951499614774,-3.8465343357603974,0.271112117435572,0.13213574474398956,182.11171378205455
2007.0,10.866292931084955,-0.297290786244976,0.04286620587648113,-3.890319566880781,0.28361182565653714,0.13532315554591998,188.11050657930664
2010.0,10.86163805055769,-0.3088065140818416,0.04284021776760617,-3.931274411541502,0.2960350394665391,0.1381254262053631,195.89683799129145
2013.0,10.858527078489587,-0.3202276219651439,0.04280237059376902,-3.969518685431446,0.30841266088692476,0.14097793737065611,203.62917299751138
2016.0,10.856931904642519,-0.3315130499051855,0.042751736905661586,-4.004904653803913,0.32076959698883206,0.1437290494361142,212.9876044132752
2019.0,10.857189491797637,-0.34262587795919525,0.04268742313091659,-4.037086046646407,0.3331162397703501,0.14642972752726807,223.84227046391203
2022.0,10.859604052189722,-0.3535388349309945,0.04260846463835789,-4.06557551439044,0.34545347385386704,0.14910167774329403,236.11424655454047
2025.0,10.864457875658164,-0.36423024848438956,0.04251384804063811,-4.089801649327917,0.35777630464849813,0.15175398407078458,249.7397402545616
2028.0,10.872014318739904,-0.37468155707056927,0.04240252026257573,-4.109143194409046,0.37007612459612654,0.15438934234771995,264.6599396530288
2031.0,10.882518619752064,-0.3848758467887213,0.04227339141612689,-4.1229490781805245,0.3823422237720779,0.15700683677087762,280.81712096380414
2034.0,10.896197931019802,-0.3947970345894004,0.04212533398356258,-4.130549580062945,0.3945626775401046,0.15960338938487467,298.1525862525008
2037.0,10.913260988863339,-0.40442947531424006,0.04195717932041929,-4.13126239833097,0.4067247159052814,0.16217444759349908,316.6058006812432
2040.0,10.933897689379279,-0.41375780776144755,0.041767712016332705,-4.124396431895306,0.4188150632437139,0.164714348321087,336.11377252591126
2043.0,10.958278631143262,-0.4227669513548422,0.04155566231735884,-4.10925407767566,0.43082026431307435,0.16721654786093845,356.61054023205253
2046.0,10.986554663746565,-0.4314421931345702,0.04131969664974794,-4.085132534278066,0.44272678870516396,0.16967375655098998,378.02689293451
