s,v,beta,omega,n,xi,delta,F_dr
114.0,11.459812918890293,0.048963302658377617,-0.018757027729154493,-0.014050177131210203,-0.051569403208516176,-0.10266714447493733,358.7968312955264
117.0,11.494153265374242,0.0534263140088279,-0.01913760200798052,-0.021868426461635174,-0.05643064302651011,-0.09857022224938561,358.58298952047767
120.0,11.52829155022213,0.05794400249678554,-0.019477205153298243,-0.030881358804206536,-0.06137363360302884,-0.09443745597233184,358.35179619928107
123.0,11.562223977086882,0.06250555846630232,-0.01977949943103864,-0.04117019740851759,-0.06638735036524773,-0.09028142817227383,358.0994970109089
126.0,11.595946017402081,0.06710130333123797,-0.020048128306768758,-0.05281552162162885,-0.07146152884972436,-0.08611400707764448,357.8256486170381
129.0,11.629453140769824,0.07172265409417258,-0.020286637733174455,-0.06589615421297292,-0.07658717564170478,-0.08194645565519636,357.5288329397212
132.0,11.662740609536558,0.07636207385135259,-0.020498415561875555,-0.0804896879708315,-0.08175646793008567,-0.07778960388923695,357.20725792693906
135.0,11.695803403533672,0.0810130087447803,-0.020686648257880993,-0.0966728593505663,-0.08696233573250794,-0.07365407299162587,356.8597320739869
138.0,11.72863635249117,0.08566981516143723,-0.020854293066259282,-0.11452085802558933,-0.09219854680989743,-0.06955052458805513,356.4846432386715
141.0,11.76123404783592,0.09032768373754213,-0.02100406320703265,-0.13410710966370398,-0.09745978076231991,-0.06548993351554155,356.0813449686094
144.0,11.793591048521046,0.09498255997176924,-0.021138423477302354,-0.15550350888811618,-0.10274144677059095,-0.0614839308420384,355.64918550648486
147.0,11.825701877187461,0.0996310672798743,-0.02125959372468877,-0.1787803436281287,-0.10803958617118108,-0.05754527285250239,355.18785748935494
150.0,11.857561089406698,0.10427043246480547,-0.021369557886195847,-0.20400615810722608,-0.11335085492812527,0.5231513178025115,354.6970952451167
153.0,11.889019990048775,0.10900961412306052,-0.019617966090873802,-0.23124778685781644,-0.11867247582188967,0.5231186841070393,354.17855090626233
156.0,11.920219601547386,0.11326724572670979,-0.01786164914684285,-0.26023683360811617,-0.1235348498592868,0.5230806175409073,353.6291328128733
159.0,11.951158445763593,0.11704812345693819,-0.01610263228591922,-0.29104022687460784,-0.1279392987379584,0.5230360077959356,353.04975084395886
162.0,11.981835624060002,0.12035738401825381,-0.014342472091376174,-0.32371447320507996,-0.13188755442763817,0.5229834909418487,352.44179328791756
165.0,12.01225084636721,0.12320038818937332,-0.012582370584810734,-0.358305866193622,-0.13538166911260202,0.522921418980311,351.8068377402396
168.0,12.042404403632531,0.12558263428940883,-0.01082326224314113,-0.39485077498377025,-0.13842402817418176,0.5228478485404697,351.14649559404694
171.0,12.072297111722838,0.1275096943113466,-0.009065880671679438,-0.43337623121006164,-0.14101730069146556,0.5227605649225064,350.46226545167207
174.0,12.101930228591273,0.12898716746328784,-0.007310810175339751,-0.473900558304341,-0.14316426448842454,0.5226571364330127,349.7554688485936
177.0,12.131305361929583,0.13002064708332914,-0.005558526239366927,-0.5164336143488172,-0.14486758195756005,0.5225349658751308,349.0268477904684
180.0,12.160424300451202,0.1306156988712488,-0.0038094278489290844,-0.5609764638561084,-0.1461300120194902,0.5223912558925033,348.2764155267836
183.0,12.189288826423091,0.13077784759896227,-0.0020638636534858097,-0.6075217613585315,-0.14695572347392014,0.5222227502499691,347.5035475557939
186.0,12.217900549716228,0.1305125695922587,-0.0003221541933937564,-0.6560581136805071,-0.14735063304952575,0.5220250235142729,346.7070461594212
189.0,12.24626074957435,0.12982529034349202,0.0014153881466359565,-0.7065754624346445,-0.14732089297948883,0.5217910485436069,345.88555018064017
192.0,12.274370300828378,0.12872138651501208,0.003148441133766992,-0.759065927961302,-0.1468714214424075,0.5215165437349543,345.03662207971934
195.0,12.302229419139673,0.12720619431288707,0.0048766501886240874,-0.8135202411312034,-0.14600544156986403,0.5211518237054668,344.158025640234
198.0,12.329837702501266,0.12528502187845642,0.006599644909248994,-0.8699227879274178,-0.1447257550677626,0.5196487775766743,343.24751615195134
201.0,12.357194568544363,0.12296319750944566,0.008317833162673066,-0.9282504407615972,-0.14303564793642834,0.49712467090886747,342.37658147345775
204.0,12.384322727824363,0.12024653764575784,0.010047958078642203,-0.988473943429877,-0.14093815988008435,0.4237310705565134,341.6306767319615
207.0,12.411276760455928,0.11713798980430781,0.011834693693025226,-1.0505557036395394,-0.13843203537056295,0.36139625465528213,340.84830646856915
210.0,12.438050401849052,0.11362733442951523,0.013671074324421686,-1.1144455161524618,-0.13550529787496154,0.32343590425480667,340.0272885240097
213.0,12.464628587117017,0.10970520663671067,0.015532337414581964,-1.1800879049951916,-0.13214785377142313,0.30099561331369856,339.16750735895477
216.0,12.49099914275354,0.10536865110744599,0.017400591549086943,-1.247425206378637,-0.12835561396439404,0.28606384217606007,338.2697915577036
219.0,12.517153662535344,0.1006194591236007,0.01926615067404527,-1.316396346773557,-0.12412858459678132,0.2748067064437316,337.3356370770014
222.0,12.54308575373318,0.09546190915294706,0.02112297750452685,-1.386934892558011,-0.11946909066382433,0.26543839500844424,336.3670046390727
225.0,12.568790040892061,0.08990174601337068,0.022966207146613574,-1.4589685524183853,-0.11438112859275675,0.25706802545371227,335.3661563210726
228.0,12.594261689808151,0.08394584146142489,0.024790987184840282,-1.5324197795521528,-0.10886964779862371,0.24921714555603477,334.3354439031545
231.0,12.61949615051038,0.07760216768824604,0.02659184909289818,-1.607205243855892,-0.10294044632479972,0.24161367265853068,333.27711457204913
234.0,12.644488984917391,0.07087993271660749,0.028362283702387983,-1.6832350940430403,-0.09660082659438805,0.23409739746521518,332.19326521323393
237.0,12.669235730680262,0.0637898221490045,0.03009440390697922,-1.7604137609394137,-0.08985971841785981,0.22657297803896906,331.08583970935314
240.0,12.693731783426232,0.056344320051453116,0.03177867376725553,-1.8386403906802615,-0.08272761059275367,0.21898583655270437,329.9566107715802
243.0,12.717972290866552,0.04855808406294681,0.033403740045979784,-1.917808132613111,-0.07521712421838658,-0.5226286333070963,328.7903442283752
246.0,12.741755762210767,0.04035724913637136,0.03328971212550624,-1.9978040231509189,-0.06734358979731075,-0.5226408613386742,327.59897696741285
249.0,12.765272887723015,0.03224598074443714,0.03308962413223926,-2.078782875153766,-0.059517740350193006,-0.5226445148555624,326.41530663375016
252.0,12.788521354954108,0.024243721300014807,0.03279327530535388,-2.160619003307194,-0.051759500200743984,-0.5226396438992146,325.241697396065
255.0,12.811499257198435,0.016372013272842368,0.03239229322502903,-2.243188163532589,-0.04409109044535138,-0.522625856435883,324.08043943595334
258.0,12.834205148473103,0.008654001784592302,0.031880984035497995,-2.326368139867898,-0.03653651730695634,0.17470193782006332,322.93620037532133
261.0,12.856812127021408,0.0012045307876105418,0.03292327293412251,-2.410039293380741,-0.02912095326365317,0.1693156760755949,321.81064838718504
264.0,12.879141654087126,-0.006432285244026469,0.033851813060573915,-2.4938127538711115,-0.02148123987841626,0.16478684053214537,320.694662695644
267.0,12.901191751292135,-0.014228879737869625,0.034664895076852796,-2.5775780557496355,-0.013644628884686861,0.160775176180439,319.58906862728816
270.0,12.922960613552426,-0.022157792019782335,0.035364533689992206,-2.6612237852359883,-0.005638595732570895,0.15789175936025301,318.49949765352267
273.0,12.944447083189875,-0.030192536933545355,0.03595579696960963,-2.744638563310005,0.002510115335487431,0.15762396682667315,317.42110334383074
276.0,12.965648249591395,-0.03830829840982125,0.03644552910784077,-2.827711781172318,0.010776158555220001,0.16582214151731056,316.3595894221941
279.0,12.986559188000943,-0.04648245671340978,0.036838023003906914,-2.9103344236824333,0.019135844998279115,-0.5218823893918877,315.3184450460659
282.0,13.007064224479224,-0.054782005688387723,0.03550883543181172,-2.9924006911832404,0.02756652635776262,-0.5216403437414003,314.29791607774183
285.0,13.027294141304514,-0.06272101124629494,0.03411620985926753,-3.0740739310581375,0.035670924453925286,-0.521304355409679,313.30415363062843
288.0,13.04725288855039,-0.07028890773304262,0.03267314451920126,-3.155251302566545,0.04343557032992462,-0.5208631730659123,312.3383782437482
291.0,13.066945346501589,-0.07747802508676038,0.031190401979463985,-3.235838679418007,0.05085004603208778,-0.5196140809336557,311.4016898170824
294.0,13.086377497957361,-0.08428307726405074,0.02967619204541795,-3.315750183592431,0.05790644677153175,-0.4300284749541745,310.49512937256065
297.0,13.105594113916094,-0.09070382281790303,0.02807123980163157,-3.3949077964399463,0.06459879240033209,-0.34542205615666893,309.61979964696417
300.0,13.124603790550971,-0.09672322493659219,0.026375651547554606,-3.4732507286550978,0.07090751282684628,-0.30159530010394175,308.7767406314542
303.0,13.14339730668447,-0.10232239128630746,0.024626492689595984,-3.55072580964755,0.0768129766029445,-0.28388840136549087,307.9669965766933
306.0,13.161970071761798,-0.10749135047943344,0.02285227149338899,-3.6272820914141164,0.08230404395448554,-0.27674455573270784,307.19165222160154
309.0,13.180325197475693,-0.11222738253092596,0.021065602832657567,-3.70287210588569,0.08737640492863082,-0.27412553509064574,306.451751082848
312.0,13.198469431221177,-0.11653087386036172,0.01927243814927511,-3.7774531568043486,0.09202862682079219,0.5227568414547805,305.6806818243496
315.0,13.2161836093625,-0.12032118253993879,0.019057078394806293,-3.8509880419935407,0.09626025357446218,0.5228614965862503,304.9517512786121
318.0,13.233691055658547,-0.1240430317380128,0.018837947603089853,-3.9231988014474153,0.1004308077713693,0.5229420004328321,304.23597592599396
321.0,13.25099514039969,-0.1276962272730695,0.018615736422720047,-3.9940632505041918,0.10453986940955544,0.5230060871105148,303.53357385393923
324.0,13.268099290269515,-0.1312807185538108,0.01839104238410009,-4.063559906159948,0.1085869036693509,0.5230586431610718,302.84475413793893
327.0,13.285006982937787,-0.1347965763306597,0.018164382448517216,-4.131668752398017,0.11257135011773929,0.5231027963567374,302.16977107482916
330.0,13.301721744391438,-0.13824397195211507,0.017936203801147417,-4.198371642784689,0.11649301790411674,0.523140597852947,301.5088715738948
333.0,13.3182471482651,-0.14162316186587628,0.017706892968983694,-4.263651503970845,0.12035195248883214,0.5231734385045205,300.8622489952468
336.0,13.334586810179266,-0.14493447512224017,0.01747678362138257,-4.327491906227814,0.12414815669838015,0.5232022977717535,300.23004981411714
339.0,13.350744380063883,-0.14817830201178653,0.017246163350934648,-4.389877419193315,0.12788146728275274,0.5232278914167701,299.6124224471539
342.0,13.366723534315902,-0.15135508234145226,0.017015279685378457,-4.4507942675574075,0.13155183375548798,0.5232507601844352,299.00956232342685
345.0,13.382527977177235,-0.15446529526766312,0.016784345319849948,-4.510230119337775,0.13515955613069924,0.5232713244364054,298.42161588501597
348.0,13.398161439799281,-0.15750945362860588,0.016553542456811163,-4.568173188892667,0.13870486658008366,0.5232899181997721,297.84865305551904
351.0,13.413627666926502,-0.16048809783097423,0.016323026669561206,-4.62461254861891,0.14218783762699017,0.5233068113906131,297.2908060975473
354.0,13.428930416663665,-0.16340178790834692,0.016092930452382973,-4.679538651588954,0.14560882757740767,0.5233222256221463,296.7481627414192
357.0,13.444073459951555,-0.16625110040296323,0.015863366046827986,-4.732942565045114,0.14896810292568952,0.5233363449195305,296.2207641044975
360.0,13.459060574341667,-0.16903662480316237,0.01563442796564348,-4.784816306174412,0.15226569764373546,0.5233493227710703,295.70892751083886
363.0,13.473895551676385,-0.1717589514548771,0.015406195883438348,-4.835153434359425,0.1555031821908775,0.5233612887809378,295.21301278998124
366.0,13.488582195963149,-0.17441866718962756,0.01517873674614466,-4.883944423098927,0.1586840151290119,0.5233723542086322,294.7330152009851
369.0,13.503124305719858,-0.1770163630368691,0.014952105715136051,-4.931171158664121,0.16181142812880642,0.5233826149324922,294.2687285940011
372.0,13.517525663504028,-0.1795526371114259,0.014726347232778195,-4.976807718514504,0.16488730736104748,0.5233921536519557,293.81995746906836
375.0,13.531790034213799,-0.18202809165883918,0.014501496365101929,-5.020824411620734,0.1679123483466154,0.5234010418446262,293.3866322927939
378.0,13.545921168451583,-0.1844433274216903,0.014277580236386716,-5.063191297614309,0.17088687461032726,0.5234093416783259,292.96875794946646
381.0,13.559922803729428,-0.1867989399224635,0.01405461921258417,-5.103879260904925,0.17381134093770598,0.5234171077326812,292.5663218396241
384.0,13.573798668111733,-0.18909551956473533,0.013832627658083269,-5.142859622383069,0.17668602756874027,0.5234243880264676,292.17932100665513
387.0,13.587552480078477,-0.19133365030944355,0.01361161472198658,-5.1801046420554515,0.1795111037874805,0.5234312249119735,291.807823502087
390.0,13.601187954638943,-0.19351390760657197,0.013391585108793787,-5.215587814812375,0.1822868966782881,0.5234376559568679,291.451898281271
393.0,13.6147088028534,-0.19563685772329029,0.013172539669094025,-5.249283372040857,0.18501390118964783,0.5234437146582861,291.11155155968174
396.0,13.628118724283102,-0.19770305804457966,0.01295447584697991,-5.28116576171664,0.18769260585929687,0.5234494309963896,290.7867611000934
399.0,13.6414214063325,-0.19971305741527653,0.012737388053318624,-5.311209651540803,0.19032329267543624,0.5234548318056046,290.47747776910956
402.0,13.65462051644077,-0.2016673953761728,0.012521268105453502,-5.339390514861071,0.19290615468686223,0.5234599411482572,290.18372048398516
405.0,13.667719709180117,-0.2035666009620475,0.01230610565548133,-5.365684858464534,0.19544150806289032,0.5234647807313824,289.90544457177464
408.0,13.680722616470756,-0.20541119297842186,0.012091888465629749,-5.390069826249301,0.19792971575179497,0.5234693701860071,289.6425777746837
411.0,13.693632843879827,-0.20720168014799215,0.011878602653835486,-5.412523030936401,0.20037113111954,0.523473727283313,289.395051759128
414.0,13.706453969895854,-0.20893856083227144,0.011666232951413301,-5.433022550165967,0.20276615785741708,0.5234778681940928,289.162794554714
417.0,13.719189548416818,-0.21062232344860307,0.01145476285678902,-5.451546749589595,0.20511511419979642,0.5234818076573154,288.94575645601054
420.0,13.731843114738956,-0.2122534466442317,0.01124417478244264,-5.468074510954475,0.20741814433258435,0.523485559051258,288.74384469873377
423.0,13.744418170934129,-0.21383239851664546,0.011034450329031662,-5.482585714622826,0.20967551744798393,0.523489134590291,288.55701975587755
426.0,13.756918193946255,-0.2153596364116515,0.0108255704488365,-5.495060833003791,0.21188769096328988,0.5234925455257731,288.38516168572056
429.0,13.769346628608647,-0.21683560818529513,0.010617515446269696,-5.505480342226252,0.21405499374620773,0.5234958021825474,288.22814527152923
432.0,13.781706887030483,-0.21826075231005476,0.01041026508092147,-5.513825077709194,0.2161776143812187,0.5234989140160395,288.0859547367553
435.0,13.794002364181251,-0.219635497202266,0.01020379872686724,-5.520076622852081,0.2182557712444867,0.5235018897423432,288.00935378762495
438.0,13.806245422703496,-0.22096011593391554,0.00999809545990059,-5.524217189736583,0.2202897255260215,0.5235047373285632,287.93514031136357
441.0,13.818437194394633,-0.22223505198142715,0.009793134198952799,-5.526229025072584,0.2222797791199766,0.5235074642030072,287.89956870953563
444.0,13.830585207862386,-0.223460635080246,0.00958889368322642,-5.52609480006673,0.22422628817681076,0.5235100772250296,287.90539520138645
447.0,13.842697446193839,-0.2246371775085987,0.009385352505961174,-5.523797106306218,0.2261294753873651,0.5235125827368869,287.92997022470735
450.0,13.854777871427924,-0.225765048271114,0.00918248914034405,-5.519318801175572,0.22798936417258997,0.5235149865167859,287.99459405811507
453.0,13.866834171070895,-0.2268445449601302,0.008980282117353465,-5.512643778286667,0.22980622275984042,0.5235172933155468,288.08967411948413
456.0,13.878872307072388,-0.22787598389518515,0.00877871008634522,-5.503756022388936,0.2315805609801047,0.5235193178055254,288.23390702633145
459.0,13.890901504867452,-0.2288596188485845,0.00857775170388307,-5.492638932565802,0.23331254981529234,0.5235212703939566,288.3978365434916
462.0,13.902925788150734,-0.22979578225551459,0.008377385549866381,-5.479276149007161,0.23500215114103926,0.5235231525623186,288.58239110141
465.0,13.914949321801426,-0.23068479568219935,0.008177590374048879,-5.463652425791134,0.23664956009379634,0.5235249658878537,288.78751609303964
468.0,13.926976240390195,-0.23152697312960638,0.007978345092299914,-5.445752899996007,0.23825514339208376,0.5235267120887439,289.01310320632683
471.0,13.939010643846913,-0.23232262181155636,0.007779628720373414,-5.425562548589609,0.23981921536599785,0.5235283929955866,289.25903864800136
474.0,13.95105659958679,-0.2330720425477606,0.0075814203395460356,-5.403066318808737,0.24134190214319506,0.523530010490516,289.5250493908759
477.0,13.963118112264105,-0.2337755302186427,0.007383699152012514,-5.378249675858425,0.2428232578267945,0.5235315664773516,289.81102942431085
480.0,13.975199149302535,-0.23443337324153257,0.007186444553674071,-5.35109880860012,0.24426344004558795,0.5235330628905818,290.1166724358413
483.0,13.987303607367746,-0.23504585447977486,0.006989636121532509,-5.3216002981752615,0.24566265491611988,0.5235345016746507,290.44175051999486
486.0,13.999435327279693,-0.2356132512783598,0.006793253603605083,-5.289740953978463,0.24702111215567776,0.5235358847582544,290.78606829468066
489.0,14.011598099120215,-0.23613583553420087,0.006597276935866184,-5.255507788366649,0.24833905982139517,0.5235372140600548,291.1493820988244
492.0,14.023795656810673,-0.2366138741579592,0.0064016862010315275,-5.218887877412609,0.2496166548405186,0.5235384914688086,291.53144558035825
495.0,14.036031679202294,-0.2370476292815491,0.0062064616102628515,-5.1798686134783365,0.2508538971470386,0.5235397187957005,291.9320856849704
498.0,14.048309796787679,-0.23743735796589385,0.006011583604164795,-5.138438180191489,0.25205091595902424,0.5235408977945195,292.3512823351022
501.0,14.060633617356526,-0.23778331195070698,0.005817032867723637,-5.0945851546039735,0.2532080165963208,0.5235420301891932,292.7885312091972
504.0,14.073006648816442,-0.23808573950336095,0.005622790226759693,-5.048297940930217,0.25432537381204867,0.5235431176310168,293.2430633794468
507.0,14.08543225382883,-0.23834488631742667,0.005428836649729387,-4.999565150003642,0.2554030314625858,0.523544161669861,293.71459983310314
510.0,14.097913731324521,-0.23856099409174955,0.0052351533042331744,-4.948375997143257,0.2564410728125912,0.523545163748583,294.20271105200266
513.0,14.110454290509173,-0.23873430114486058,0.005041721559336786,-4.894720173403354,0.2574396320954168,0.5235461251609733,294.7069076098097
516.0,14.123057041428062,-0.2388650427618683,0.004848522975005313,-4.8385876805667225,0.25839886763771774,0.5235470469355965,295.2265215901516
519.0,14.13572496496959,-0.23895345187028277,0.0046555392948189524,-4.779968748264114,0.25931894440105874,0.5235479294684394,295.76082563175595
522.0,14.148460904694696,-0.23899975934527193,0.004462752420764544,-4.718853799478657,0.2601999574920245,0.5235487706479651,296.3087127536468
525.0,14.161267502079493,-0.23900419521977823,0.0042701444142989875,-4.655233653328083,0.2610419335280096,-0.3743060476722619,297.3611771134878
528.0,14.17448383025567,-0.23903385269153993,0.002649619258450396,-4.589099750485446,0.2618450555242187,-0.37457416600232407,298.44923955419756
531.0,14.18786201824935,-0.23871786178776866,0.0010305831160748351,-4.520644398978472,0.26230717997250896,-0.374405300989539,299.56235306012866
534.0,14.20141030255213,-0.23805835724639407,-0.00058724923400727,-4.449853564448208,0.26242908757798716,-0.3739046377635974,300.6881212710588
537.0,14.21513469191606,-0.2370574602503067,-0.0022041580323988925,-4.376717272161844,0.26221151062825604,-0.37307433080100644,301.8218185956714
540.0,14.22904033166862,-0.23571725727593695,-0.00382041891056254,-4.301229752944828,0.2616555052234201,-0.3719164000118142,302.95802766479244
543.0,14.243131382226348,-0.23403980313943393,-0.005436303876794811,-4.223388313231792,0.2607619483128417,-0.37043302528036115,304.09106336359366
546.0,14.257410962395138,-0.23202712205591905,-0.007052081268941682,-4.143193760715605,0.25953139142397624,-0.3686262361809014,305.2095320307529
549.0,14.271880150823339,-0.22968122550680925,-0.008668014111060217,-4.060651344338231,0.25796455071712554,-0.36649800848567704,306.3571184506289
552.0,14.286547376046503,-0.22700395783011013,-0.010284359722463922,-3.9757702148217082,0.2560622347002324,-0.364050270085395,307.507533222015
555.0,14.301416443041825,-0.223997198463355,-0.01190136861889404,-3.888562610983362,0.2538250397343807,-0.3612849090025145,308.62600808013764
558.0,14.31648508292214,-0.22066288238087686,-0.01351928330196654,-3.7990446143041052,0.25125345616752115,-0.3582039021507447,309.6924267572264
561.0,14.331747448190463,-0.21700295533246566,-0.0151383367193837,-3.7072366496743028,0.2483479987171634,0.5235579889773003,310.1273651856643
564.0,14.346857651750877,-0.21295353916319196,-0.01533905648895956,-3.6131634436610502,0.2451091923533048,-0.35090411051908854,311.05228019644244
567.0,14.362385746982953,-0.2089467847378214,-0.016961105612325958,-3.5166562995610935,0.2418344793279408,-0.3471761331043167,311.90081328999884
570.0,14.378075189018645,-0.20461863414210868,-0.01858468278934537,-3.4179510820902506,0.2382269793962198,-0.3431387059142222,312.64687841798843
573.0,14.393910973489437,-0.1999710090945593,-0.020209964483152168,-3.3170819087909,0.23428713414346589,-0.3387937699518813,313.2817441417525
576.0,14.409876414435521,-0.19500579866287085,-0.02183710026111693,-3.2140873423494285,0.2300153427890995,-0.3341432323095443,313.7991604703375
579.0,14.425953553317683,-0.18972485307980966,-0.02346620486278316,-3.109010416152428,0.2254119254439326,-0.32918895934695847,314.1953864293641
582.0,14.442123569888322,-0.18412998070963169,-0.025097347410722635,-3.0018987684129956,0.22047723657359042,-0.3239327722414951,314.46853722412226
585.0,14.458367083167499,-0.17822294934901856,-0.026730537325982195,-2.892804419241916,0.2152117231423818,-0.3183764459414287,314.61788370557514
588.0,14.474664338503828,-0.17200549099545298,-0.028365706205075288,-2.781783344227955,0.2096156853294243,-0.31252171055144806,314.6438189490085
591.0,14.490995384612503,-0.1654793128619875,-0.030002683155798213,-2.668895814229548,0.20368933317176144,-0.30637025793238803,314.54760743433445
594.0,14.507340204497837,-0.15864611674256565,-0.03164116166671761,-2.5542066294325556,0.19743315871365172,-0.29992375664272114,314.3311150465195
597.0,14.523678811000147,-0.1515076229417102,-0.03328065669690964,-2.437784230126522,0.19084772180012852,-0.2931838738792627,313.9963569591027
600.0,14.539991266493274,-0.14406560442170352,-0.034920447416681745,-2.319700520012973,0.18393338270026044,-0.28615231150965464,313.5451123705942
603.0,14.55625762828439,-0.13632193859694522,-0.036559499820376776,-2.200031664668563,0.1766907430013251,-0.2788308570236863,312.9790788163624
606.0,14.572457926344965,-0.12827867380540506,-0.03819636445004878,-2.078857689360601,0.16912081878511098,-0.2712214254900516,312.30003829133346
609.0,14.588572175999863,-0.11993811482276835,-0.0398290414091254,-1.9562617124498152,0.16122474685569793,-0.2633261602308561,311.5092859192025
612.0,14.604580287207659,-0.11130294134603119,-0.041454801877786863,-1.8323303611555617,0.15300396020099796,-0.2551476977808127,310.6077302331331
615.0,14.620461988647916,-0.1023763654199605,-0.04306995610166552,-1.7071540275508896,0.1444605640479622,-0.24668915111719592,309.5979040326254
618.0,14.63619709559983,-0.09316233377027872,-0.04466955905891556,-1.5808264384478279,0.13559742312623005,-0.23795398651352168,308.4826871127648
