s_m,sfov_m
2098.440520800507,2398.440520800507
2110.034114838079,2398.440520800507
2121.6277088756506,2122.0
2133.2213029132226,2133.5
2144.8148969507943,2145.0
2156.4084909883663,2156.5
2168.002085025938,2168.5
2179.59567906351,2180.0
2191.1892731010817,2191.5
2202.7828671386537,2203.0
2214.3764611762253,2214.5
2225.9700552137974,2226.0
2237.5636492513695,2238.0
2249.157243288941,2549.157243288941
2260.750837326513,2549.157243288941
2272.344431364085,2272.5
2283.938025401657,2284.0
2295.5316194392285,2296.0
2307.1252134768006,2607.1252134768006
2318.718807514372,2618.718807514372
2330.3124015519443,2630.3124015519443
2341.905995589516,2641.905995589516
2353.499589627088,2653.499589627088
2365.0931836646596,2665.0931836646596
2376.6867777022317,2676.6867777022317
2388.2803717398033,2688.2803717398033
2399.8739657773754,2699.8739657773754
2411.467559814947,2711.467559814947
2423.061153852519,2723.061153852519
2434.654747890091,2734.654747890091
2446.2483419276628,2746.2483419276628
2457.841935965235,2757.841935965235
2469.4355300028064,2757.841935965235
2481.0291240403785,2481.5
2492.62271807795,2493.0
2504.216312115522,2504.5
2515.809906153094,2516.0
2527.403500190666,2527.5
2538.9970942282375,2539.0
2550.5906882658096,2551.0
2562.184282303381,2562.5
2573.7778763409533,2574.0
2585.371470378525,2585.5
2596.965064416097,2597.0
2608.558658453669,2609.0
2620.1522524912407,2620.5
2631.7458465288128,2632.0
2643.3394405663844,2643.5
2654.9330346039565,2655.0
2666.526628641528,2667.0
2678.1202226791,2978.1202226791
2689.7138167166718,2989.7138167166718
2701.307410754244,3001.307410754244
2712.9010047918155,3012.9010047918155
2724.4945988293875,3024.4945988293875
2736.088192866959,3036.088192866959
2747.6817869045312,3047.6817869045312
2759.275380942103,3059.275380942103
2770.868974979675,3070.868974979675
2782.462569017247,3082.462569017247
2794.0561630548186,3094.0561630548186
2805.6497570923907,3105.6497570923907
2817.2433511299623,3117.2433511299623
2828.8369451675344,3128.8369451675344
2840.430539205106,3128.8369451675344
2852.024133242678,2852.5
2863.6177272802497,2864.0
2875.211321317822,2875.5
2886.8049153553934,2887.0
2898.3985093929655,3198.3985093929655
2909.992103430537,3209.992103430537
2921.585697468109,3221.585697468109
2933.179291505681,3233.179291505681
2944.772885543253,3244.772885543253
2956.3664795808245,3256.3664795808245
2967.9600736183966,3267.9600736183966
2979.5536676559686,3279.5536676559686
2991.1472616935403,3291.1472616935403
3002.7408557311123,3302.7408557311123
3014.334449768684,3314.334449768684
3025.928043806256,3325.928043806256
3037.5216378438276,3337.5216378438276
3049.1152318813997,3349.1152318813997
3060.7088259189713,3360.7088259189713
3072.3024199565434,3372.3024199565434
3083.896013994115,3383.896013994115
3095.489608031687,3395.489608031687
3107.0832020692587,3407.0832020692587
3118.676796106831,3418.676796106831
3130.2703901444024,3430.2703901444024
3141.8639841819745,3441.8639841819745
3153.457578219546,3453.457578219546
3165.051172257118,3465.051172257118
3176.6447662946903,3476.6447662946903
3188.238360332262,3488.238360332262
3199.831954369834,3499.831954369834
3211.4255484074056,3499.831954369834
3223.0191424449777,3223.5
3234.6127364825493,3235.0
3246.2063305201214,3246.5
3257.799924557693,3258.0
3269.393518595265,3269.5
3280.9871126328367,3281.0
3292.5807066704087,3592.5807066704087
3304.1743007079804,3604.1743007079804
3315.7678947455524,3615.7678947455524
3327.361488783124,3627.361488783124
3338.955082820696,3638.955082820696
3350.548676858268,3650.548676858268
3362.14227089584,3662.14227089584
3373.735864933412,3673.735864933412
3385.3294589709835,3685.3294589709835
3396.9230530085556,3696.9230530085556
3408.516647046127,3708.516647046127
3420.1102410836993,3720.1102410836993
3431.703835121271,3731.703835121271
3443.297429158843,3743.297429158843
3454.8910231964146,3754.8910231964146
3466.4846172339867,3766.4846172339867
3478.0782112715583,3778.0782112715583
3489.6718053091304,3789.6718053091304
3501.265399346702,3801.265399346702
3512.858993384274,3812.858993384274
3524.452587421846,3824.452587421846
3536.0461814594178,3836.0461814594178
3547.63977549699,3847.63977549699
3559.2333695345615,3859.2333695345615
3570.8269635721335,3870.8269635721335
3582.420557609705,3882.420557609705
3594.0141516472772,3894.0141516472772
3605.607745684849,3905.607745684849
3617.201339722421,3917.201339722421
3628.7949337599925,3928.7949337599925
3640.3885277975646,3940.3885277975646
3651.9821218351362,3951.9821218351362
3663.5757158727083,3963.5757158727083
3675.16930991028,3975.16930991028
3686.762903947852,3986.762903947852
3698.3564979854236,3998.3564979854236
3709.9500920229957,4009.9500920229957
3721.543686060568,4021.543686060568
3733.1372800981394,4033.1372800981394
3744.7308741357115,4044.7308741357115
3756.324468173283,4056.324468173283
3767.918062210855,4067.918062210855
3779.511656248427,4079.511656248427
3791.105250285999,4091.105250285999
3802.6988443235705,4102.6988443235705
3814.2924383611426,4114.292438361143
3825.886032398714,4125.886032398714
3837.4796264362863,4137.479626436287
3849.073220473858,4149.073220473858
3860.66681451143,4160.66681451143
3872.2604085490016,4172.260408549002
3883.8540025865736,4183.854002586573
3895.4475966241453,4195.447596624145
3907.0411906617173,4207.041190661717
3918.6347846992894,4207.041190661717
3930.228378736861,3930.5
3941.821972774433,3942.0
3953.4155668120047,3953.5
3965.009160849577,3965.5
3976.6027548871484,3977.0
3988.1963489247205,3988.5
3999.789942962292,4000.0
4011.383536999864,4011.5
